"","Origin.City","Origin.State","Destination.City","Destination.State","Class","Age","Gender","Type.of.Travel","Price.Sensitivity","Year.of.First.Flight","Flights.Per.Year","Flyer.Status","Total.Frequent.Flyer.Accounts","Loyalty","Likelihood.to.Recommend","Shopping.at.Airport","Eating.and.Drinking.at.Airport","Partner.Code","Partner.Name","Flight.Cancelled","Month.of.Flight","Day.of.Flight","Scheduled.Time.of.Departure","Departure.Delay.In.Minutes","Arrival.Delay.in.Minutes","Flight.Duration.in.Minutes","Flight.Distance","Origin.Longitude","Origin.Latitude","Destination.Longitude","Destination.Latitude","Comments"
"109","Phoenix","Arizona","Philadelphia","Pennsylvania","Eco",67,"Female","Personal Travel",1,2012,30,"Blue",0,-0.6667,4,0,45,"WN","Cheapseats Airlines Inc.","No",3,6,10,0,8,246,2075,-111.97,33.4941,-75.2984,39.9733,NA
"110","Fayetteville","Arkansas","Denver","Colorado","Eco",64,"Female","Personal Travel",1,2009,13,"Gold",0,-0.625,3,45,110,"EV","FlyFast Airways Inc.","No",3,23,9,0,0,100,616,-94.1798,36.2674,-104.9551,39.7108,NA
"111","Chicago","Illinois","Minneapolis","Minnesota","Eco",36,"Male","Business travel",1,2008,7,"Blue",4,0.3913,9,0,45,"DL","Sigma Airlines Inc.","No",2,20,9,0,0,64,334,-87.8954,41.8271,-93.2798,44.9782,NA
"112","Jacksonville","Florida","Miami","Florida","Eco",28,"Female","Business travel",1,2006,32,"Blue",2,-0.3913,6,5,15,"MQ","EnjoyFlying Air Services","No",3,28,19,53,49,51,335,-81.6427,30.2401,-80.2314,26.1756,NA
"113","Chicago","Illinois","Omaha","Nebraska","Eco",30,"Male","Business travel",2,2007,10,"Blue",2,0.4118,9,60,40,"WN","Cheapseats Airlines Inc.","No",1,17,17,38,32,63,423,-87.8954,41.8271,-96.0346,41.2349,NA
"114","Los Angeles","California","Washington","Virginia","Eco Plus",20,"Female","Business travel",1,2003,22,"Blue",1,-0.2222,10,0,90,"OU","Oursin Airlines Inc.","No",1,19,9,0,0,258,2288,-118.1043,33.9827,-77.1897,38.8974,NA
"115","New York","New York","Fayetteville","Arkansas","Eco",31,"Male","Business travel",2,2011,45,"Silver",0,-0.9149,9,0,15,"MQ","EnjoyFlying Air Services","No",3,4,7,0,0,179,1147,-73.9702,40.7184,-94.1798,36.2674,NA
"116","Albuquerque","New Mexico","Dallas","Texas","Eco",42,"Male","Business travel",1,2004,15,"Blue",0,-0.7647,9,0,80,"WN","Cheapseats Airlines Inc.","No",3,7,14,0,0,78,580,-106.6281,35.1434,-96.972,32.8127,NA
"117","San Diego","California","San Francisco","California","Eco",47,"Female","Business travel",0,2004,3,"Blue",1,0.5,9,230,55,"WN","Cheapseats Airlines Inc.","No",1,12,20,31,12,66,447,-117.1288,32.9287,-122.1585,37.6712,NA
"118","Amarillo","Texas","Denver","Colorado","Eco",35,"Male","Business travel",1,2008,29,"Blue",2,-0.4872,6,0,60,"EV","FlyFast Airways Inc.","No",1,20,8,0,0,55,359,-101.8491,35.1975,-104.9551,39.7108,NA
"119","Reno","Nevada","Los Angeles","California","Eco",66,"Male","Personal Travel",3,2009,17,"Blue",0,-0.7,7,20,30,"OO","Northwest Business Airlines Inc.","No",3,1,14,21,15,62,391,-119.7959,39.5326,-118.1043,33.9827,NA
"120","Jacksonville","Florida","Atlanta","Georgia","Eco Plus",51,"Male","Mileage tickets",2,2008,4,"Silver",0,-0.3333,10,0,180,"DL","Sigma Airlines Inc.","No",3,7,13,0,22,48,270,-81.6427,30.2401,-84.3319,33.8241,NA
"121","Miami","Florida","New York","New York","Eco",24,"Male","Business travel",1,2011,0,"Blue",0,1,8,0,405,"AA","Paul Smith Airlines Inc.","No",2,28,11,133,129,140,1089,-80.2314,26.1756,-73.9702,40.7184,NA
"122","Washington","Virginia","Atlanta","Georgia","Eco",42,"Male","Business travel",1,2011,6,"Blue",2,0.0769,8,0,35,"EV","FlyFast Airways Inc.","No",3,19,16,188,198,98,534,-77.1897,38.8974,-84.3319,33.8241,NA
"123","St. Louis","Missouri","Phoenix","Arizona","Eco",47,"Female","Personal Travel",2,2011,13,"Blue",1,-0.0833,3,0,30,"WN","Cheapseats Airlines Inc.","No",2,27,13,52,45,188,1262,-90.3409,38.6307,-111.97,33.4941,NA
"124","San Luis Obispo","California","Los Angeles","California","Eco",47,"Female","Business travel",1,2004,8,"Silver",0,0,9,0,10,"OO","Northwest Business Airlines Inc.","No",3,14,14,43,40,38,156,-120.6655,35.2792,-118.1043,33.9827,NA
"125","Birmingham","Alabama","Chicago","Illinois","Eco",25,"Female","Personal Travel",1,2004,8,"Blue",2,0.5429,4,30,45,"WN","Cheapseats Airlines Inc.","No",3,10,18,0,0,88,570,-86.792,33.4691,-87.8954,41.8271,NA
"126","Charlotte","North Carolina","Miami","Florida","Eco",44,"Female","Business travel",1,2006,40,"Blue",2,-0.2698,7,0,20,"US","Southeast Airlines Co.","No",2,2,14,0,5,95,650,-80.8158,35.2497,-80.2314,26.1756,NA
"127","Reno","Nevada","Los Angeles","California","Business",24,"Male","Business travel",1,2003,4,"Blue",1,0.3333,10,7,65,"OO","Northwest Business Airlines Inc.","No",1,21,16,0,0,65,391,-119.7959,39.5326,-118.1043,33.9827,NA
"128","Dallas","Texas","Austin","Texas","Eco",22,"Male","Business travel",2,2008,27,"Blue",0,-0.5429,6,10,45,"WN","Cheapseats Airlines Inc.","No",3,27,18,0,0,32,189,-96.972,32.8127,-97.7615,30.3585,NA
"129","Miami","Florida","New York","New York","Eco Plus",16,"Female","Business travel",1,2004,7,"Blue",3,0.4615,9,0,40,"AA","Paul Smith Airlines Inc.","No",2,16,17,0,0,155,1096,-80.2314,26.1756,-73.9702,40.7184,NA
"130","Boston","Massachusetts","Chicago","Illinois","Eco",43,"Female","Business travel",2,2009,42,"Blue",1,-0.5556,9,40,40,"B6","OnlyJets Airlines Inc.","No",2,6,16,6,17,157,867,-71.1407,42.3731,-87.8954,41.8271,NA
"131","Las Vegas","Nevada","New Orleans","Louisiana","Eco",46,"Male","Business travel",2,2003,13,"Blue",0,-0.8571,10,30,120,"WN","Cheapseats Airlines Inc.","No",3,4,12,28,25,172,1500,-115.1672,36.1349,-90.1437,29.9547,NA
"132","Minneapolis","Minnesota","Orlando","Florida","Eco",35,"Female","Business travel",1,2003,2,"Blue",3,0.7778,9,67,38,"DL","Sigma Airlines Inc.","No",1,6,7,0,0,157,1310,-93.2798,44.9782,-81.4112,28.5844,NA
"133","Reno","Nevada","Las Vegas","Nevada","Eco",44,"Female","Business travel",1,2010,0,"Silver",3,1,7,0,60,"WN","Cheapseats Airlines Inc.","No",3,27,10,15,3,53,345,-119.7959,39.5326,-115.1672,36.1349,NA
"134","Houston","Texas","Denver","Colorado","Eco",30,"Male","Business travel",1,2003,0,"Gold",1,1,9,0,95,"F9","GoingNorth Airlines Inc.","No",3,21,18,4,37,130,862,-95.3935,29.7843,-104.9551,39.7108,NA
"135","Miami","Florida","New Orleans","Louisiana","Eco",43,"Male","Business travel",1,2006,3,"Gold",7,0.7,10,55,60,"AA","Paul Smith Airlines Inc.","No",1,18,13,0,0,104,675,-80.2314,26.1756,-90.1437,29.9547,NA
"136","Richmond","Virginia","Boston","Massachusetts","Eco",48,"Female","Personal Travel",1,2008,13,"Blue",2,0.037,7,85,30,"B6","OnlyJets Airlines Inc.","No",2,4,13,0,0,63,474,-77.488,37.4779,-71.1407,42.3731,NA
"137","Richmond","Virginia","Atlanta","Georgia","Eco",44,"Male","Business travel",1,2009,20,"Blue",1,-0.0256,10,102,70,"DL","Sigma Airlines Inc.","No",2,26,14,0,0,78,481,-77.488,37.4779,-84.3319,33.8241,NA
"138","Nome","Alaska","Anchorage","Alaska","Eco",57,"Female","Mileage tickets",1,2011,21,"Silver",0,-0.5,10,60,90,"AS","FlyToSun Airlines Inc.","No",3,10,12,0,0,81,539,-165.3925,64.4974,-149.8472,61.1679,NA
"139","Atlanta","Georgia","Harrisburg","Pennsylvania","Eco",30,"Female","Business travel",1,2009,17,"Gold",1,0.1707,10,70,110,"EV","FlyFast Airways Inc.","No",1,31,9,0,0,85,620,-84.3319,33.8241,-76.8662,40.2456,NA
"140","Oklahoma City","Oklahoma","St. Louis","Missouri","Eco",71,"Male","Business travel",1,2005,7,"Silver",0,-0.4,9,0,30,"WN","Cheapseats Airlines Inc.","No",2,25,17,4,0,63,462,-97.5243,35.5048,-90.3409,38.6307,NA
"141","Houston","Texas","Las Vegas","Nevada","Eco",30,"Female","Business travel",2,2009,18,"Blue",1,-0.6364,6,0,15,"WN","Cheapseats Airlines Inc.","No",1,23,11,25,38,200,1235,-95.3935,29.7843,-115.1672,36.1349,NA
"142","San Francisco","California","Los Angeles","California","Eco",42,"Female","Personal Travel",1,2009,1,"Blue",2,0.8824,10,0,30,"OU","Oursin Airlines Inc.","No",1,21,12,0,0,54,337,-122.1585,37.6712,-118.1043,33.9827,NA
"143","Houston","Texas","Wichita","Kansas","Eco",59,"Female","Business travel",1,2008,17,"Blue",0,-0.619,7,10,30,"EV","FlyFast Airways Inc.","No",3,24,21,8,8,83,542,-95.3935,29.7843,-97.3273,37.6797,NA
"144","Miami","Florida","Key West","Florida","Eco",31,"Female","Business travel",1,2009,11,"Blue",2,0,4,0,30,"MQ","EnjoyFlying Air Services","No",3,21,15,0,0,26,125,-80.2314,26.1756,-81.7515,24.5696,NA
"145","Baltimore","Maryland","Charlotte","North Carolina","Eco Plus",51,"Male","Business travel",1,2011,21,"Blue",2,-0.9091,10,0,60,"US","Southeast Airlines Co.","No",2,20,8,0,0,60,361,-76.6478,39.2341,-80.8158,35.2497,NA
"146","Baltimore","Maryland","Atlanta","Georgia","Eco",36,"Female","Business travel",2,2003,15,"Blue",0,-0.25,10,3,90,"FL","FlyHere Airways","No",2,4,7,0,29,100,577,-76.6478,39.2341,-84.3319,33.8241,NA
"147","Atlanta","Georgia","Chattanooga","Tennessee","Eco",47,"Female","Business travel",2,2010,4,"Blue",5,0.5294,2,75,10,"DL","Sigma Airlines Inc.","No",2,16,19,0,0,22,106,-84.3319,33.8241,-85.2104,35.0585,NA
"148","Phoenix","Arizona","Oklahoma City","Oklahoma","Eco Plus",75,"Female","Personal Travel",1,2010,25,"Blue",0,-0.5625,8,60,100,"WN","Cheapseats Airlines Inc.","No",2,1,17,13,2,99,833,-111.97,33.4941,-97.5243,35.5048,NA
"149","Los Angeles","California","Austin","Texas","Eco",34,"Male","Personal Travel",1,2012,11,"Blue",3,0.12,4,10,47,"OO","Northwest Business Airlines Inc.","No",1,2,7,0,3,158,1242,-118.1043,33.9827,-97.7615,30.3585,NA
"150","Orlando","Florida","Houston","Texas","Eco",33,"Female","Business travel",2,2010,22,"Blue",1,-0.8333,8,0,40,"OU","Oursin Airlines Inc.","Yes",3,2,15,15.2988083416087,15.6108232011162,115.183775164441,854,-81.4112,28.5844,-95.3935,29.7843,NA
"151","Amarillo","Texas","Houston","Texas","Eco",79,"Female","Business travel",2,2005,44,"Silver",0,-0.7959,6,0,65,"EV","FlyFast Airways Inc.","No",3,27,11,0,0,72,517,-101.8491,35.1975,-95.3935,29.7843,NA
"152","Chicago","Illinois","St. Louis","Missouri","Eco",23,"Female","Personal Travel",2,2005,20,"Blue",2,0.1667,6,5,15,"WN","Cheapseats Airlines Inc.","No",2,9,14,0,4,45,251,-87.8954,41.8271,-90.3409,38.6307,NA
"153","Denver","Colorado","New Orleans","Louisiana","Eco",34,"Male","Business travel",1,2006,15,"Blue",1,-0.4286,8,0,25,"F9","GoingNorth Airlines Inc.","No",1,26,18,4,0,119,1062,-104.9551,39.7108,-90.1437,29.9547,NA
"154","Atlanta","Georgia","Chicago","Illinois","Eco",80,"Male","Personal Travel",2,2003,20,"Blue",0,-0.7391,3,30,165,"DL","Sigma Airlines Inc.","No",3,6,21,9,5,85,606,-84.3319,33.8241,-87.8954,41.8271,NA
"155","Houston","Texas","Corpus Christi","Texas","Eco",45,"Male","Business travel",2,2006,10,"Blue",1,0,7,0,30,"EV","FlyFast Airways Inc.","No",2,10,12,7,2,42,201,-95.3935,29.7843,-97.4126,27.7453,NA
"156","Orlando","Florida","Atlanta","Georgia","Business",39,"Female","Business travel",2,2008,13,"Blue",2,-0.5294,8,0,75,"DL","Sigma Airlines Inc.","No",1,21,7,0,0,64,404,-81.4112,28.5844,-84.3319,33.8241,NA
"157","Salt Lake City","Utah","Los Angeles","California","Business",29,"Male","Business travel",1,2010,16,"Blue",2,0.2,8,0,5,"OO","Northwest Business Airlines Inc.","No",1,6,6,6,50,87,590,-111.9295,40.6408,-118.1043,33.9827,NA
"158","Atlanta","Georgia","New Orleans","Louisiana","Eco",65,"Female","Personal Travel",2,2010,36,"Blue",1,-0.8,9,5,30,"DL","Sigma Airlines Inc.","No",2,18,15,0,0,66,425,-84.3319,33.8241,-90.1437,29.9547,NA
"159","Chicago","Illinois","Cleveland","Ohio","Eco",32,"Female","Personal Travel",1,2003,32,"Silver",1,-0.6,7,50,30,"MQ","EnjoyFlying Air Services","No",1,31,21,0,18,48,315,-87.8954,41.8271,-81.6054,41.4436,NA
"160","Boston","Massachusetts","Denver","Colorado","Eco",37,"Female","Business travel",1,2011,4,"Silver",2,0.5,9,0,35,"OU","Oursin Airlines Inc.","No",3,28,18,0,0,256,1754,-71.1407,42.3731,-104.9551,39.7108,NA
"161","Las Vegas","Nevada","Omaha","Nebraska","Eco",54,"Female","Business travel",1,2004,0,"Silver",0,1,9,90,60,"WN","Cheapseats Airlines Inc.","No",3,4,17,1,0,129,1099,-115.1672,36.1349,-96.0346,41.2349,NA
"162","Atlanta","Georgia","New York","New York","Eco",34,"Male","Business travel",1,2011,17,"Blue",3,-0.7,9,15,65,"MQ","EnjoyFlying Air Services","No",3,14,15,0,0,102,762,-84.3319,33.8241,-73.9702,40.7184,NA
"163","Las Vegas","Nevada","Chicago","Illinois","Eco",22,"Female","Business travel",1,2006,23,"Blue",1,-0.3143,9,70,15,"WN","Cheapseats Airlines Inc.","No",2,24,17,0,0,175,1521,-115.1672,36.1349,-87.8954,41.8271,NA
"164","Tampa","Florida","Houston","Texas","Eco",56,"Male","Business travel",1,2007,18,"Silver",0,-0.8,9,40,70,"OU","Oursin Airlines Inc.","No",2,8,15,20,6,119,787,-82.5132,28.0062,-95.3935,29.7843,NA
"165","Las Vegas","Nevada","Atlanta","Georgia","Eco",46,"Female","Business travel",1,2003,25,"Silver",2,-0.4286,10,70,90,"FL","FlyHere Airways","No",3,13,12,26,4,193,1747,-115.1672,36.1349,-84.3319,33.8241,NA
"166","Phoenix","Arizona","San Diego","California","Eco",54,"Male","Business travel",2,2008,15,"Blue",0,-0.25,8,35,0,"WN","Cheapseats Airlines Inc.","No",1,4,15,38,23,45,304,-111.97,33.4941,-117.1288,32.9287,NA
"167","Seattle","Washington","New York","New York","Eco Plus",45,"Female","Business travel",1,2004,9,"Silver",2,0.3571,8,105,30,"DL","Sigma Airlines Inc.","No",3,29,22,9,29,287,2422,-122.2747,47.4684,-73.9702,40.7184,NA
"168","Atlanta","Georgia","Cincinnati","Kentucky","Eco",51,"Female","Business travel",2,2009,22,"Silver",0,-0.913,9,0,60,"DL","Sigma Airlines Inc.","No",1,18,9,0,0,61,373,-84.3319,33.8241,-84.462,39.1855,NA
"169","Miami","Florida","Philadelphia","Pennsylvania","Eco",63,"Male","Personal Travel",1,2005,24,"Blue",0,-0.7778,7,45,5,"US","Southeast Airlines Co.","No",1,15,13,32,9,124,1013,-80.2314,26.1756,-75.2984,39.9733,NA
"170","San Antonio","Texas","San Francisco","California","Eco",80,"Female","Personal Travel",1,2010,32,"Blue",0,-0.8824,4,85,50,"OO","Northwest Business Airlines Inc.","No",2,18,15,4,2,209,1482,-98.4754,29.5144,-122.1585,37.6712,NA
"171","Atlanta","Georgia","Richmond","Virginia","Eco",50,"Male","Business travel",1,2003,24,"Silver",2,-0.5484,10,45,110,"DL","Sigma Airlines Inc.","No",3,23,21,1,0,62,481,-84.3319,33.8241,-77.488,37.4779,NA
"172","Dickinson","North Dakota","Minneapolis","Minnesota","Eco",29,"Male","Business travel",1,2008,5,"Silver",2,0.5833,10,0,90,"OO","Northwest Business Airlines Inc.","No",3,11,5,0,0,69,481,-102.7868,46.8855,-93.2798,44.9782,NA
"173","Denver","Colorado","Los Angeles","California","Eco",51,"Female","Business travel",1,2009,41,"Blue",0,-0.7083,6,1,35,"OU","Oursin Airlines Inc.","No",3,3,19,7,0,120,862,-104.9551,39.7108,-118.1043,33.9827,NA
"174","Phoenix","Arizona","San Francisco","California","Eco",23,"Male","Business travel",1,2003,1,"Blue",1,0.3333,9,0,44,"US","Southeast Airlines Co.","No",2,5,8,0,0,102,651,-111.97,33.4941,-122.1585,37.6712,NA
"175","Denver","Colorado","Los Angeles","California","Eco Plus",27,"Female","Business travel",2,2008,19,"Blue",0,-0.7273,7,90,50,"OU","Oursin Airlines Inc.","No",3,30,10,1,0,131,862,-104.9551,39.7108,-118.1043,33.9827,NA
"176","Philadelphia","Pennsylvania","Chicago","Illinois","Eco",29,"Female","Business travel",2,2009,6,"Blue",1,-0.0909,10,0,120,"WN","Cheapseats Airlines Inc.","No",1,29,10,6,0,105,668,-75.2984,39.9733,-87.8954,41.8271,NA
"177","Salt Lake City","Utah","Detroit","Michigan","Eco",21,"Male","Mileage tickets",1,2009,14,"Blue",1,-0.4,9,160,70,"DL","Sigma Airlines Inc.","No",3,2,1,0,0,159,1481,-111.9295,40.6408,-83.2276,42.49,NA
"178","Philadelphia","Pennsylvania","Orlando","Florida","Eco",43,"Male","Business travel",1,2006,20,"Blue",1,-0.1765,9,0,75,"US","Southeast Airlines Co.","No",1,1,18,0,11,133,861,-75.2984,39.9733,-81.4112,28.5844,NA
"179","Denver","Colorado","Eugene","Oregon","Business",48,"Female","Business travel",1,2007,16,"Blue",0,-0.7778,7,0,15,"OO","Northwest Business Airlines Inc.","No",1,6,11,15,8,145,996,-104.9551,39.7108,-123.0766,44.066,NA
"180","Detroit","Michigan","Miami","Florida","Eco",26,"Female","Personal Travel",1,2010,33,"Blue",2,-0.65,6,0,20,"AA","Paul Smith Airlines Inc.","No",3,10,15,0,0,151,1145,-83.2276,42.49,-80.2314,26.1756,NA
"181","Orlando","Florida","Charlotte","North Carolina","Eco",44,"Female","Personal Travel",0,2007,0,"Blue",0,1,4,0,60,"US","Southeast Airlines Co.","No",1,21,10,20,14,72,468,-81.4112,28.5844,-80.8158,35.2497,NA
"182","Columbus","Ohio","Chicago","Illinois","Eco",15,"Female","Personal Travel",1,2003,1,"Blue",2,0.3333,4,0,90,"MQ","EnjoyFlying Air Services","No",3,28,10,0,0,54,296,-82.9685,40.0212,-87.8954,41.8271,NA
"183","Atlanta","Georgia","Hartford","Connecticut","Eco",16,"Male","Personal Travel",2,2006,0,"Blue",3,1,4,0,50,"DL","Sigma Airlines Inc.","No",3,9,18,16,15,109,859,-84.3319,33.8241,-72.6988,41.7401,NA
"184","Philadelphia","Pennsylvania","San Juan","Puerto Rico","Eco",31,"Male","Business travel",1,2010,6,"Silver",1,0.625,9,170,120,"US","Southeast Airlines Co.","No",1,18,17,21,42,204,1576,-75.2984,39.9733,-66.1162,18.2882,NA
"185","Phoenix","Arizona","Boston","Massachusetts","Eco Plus",34,"Female","Business travel",1,2011,20,"Silver",2,-0.9048,10,20,90,"US","Southeast Airlines Co.","No",3,11,12,20,0,237,2300,-111.97,33.4941,-71.1407,42.3731,NA
"186","Aspen","Colorado","Denver","Colorado","Eco",51,"Female","Mileage tickets",1,2004,21,"Blue",0,-0.5,9,0,46,"OO","Northwest Business Airlines Inc.","No",3,8,8,3,0,31,125,-106.8403,39.1993,-104.9551,39.7108,NA
"187","Las Vegas","Nevada","Birmingham","Alabama","Eco Plus",52,"Female","Business travel",1,2011,1,"Blue",0,0,9,45,45,"WN","Cheapseats Airlines Inc.","No",3,2,13,12,8,184,1618,-115.1672,36.1349,-86.792,33.4691,NA
"188","Baltimore","Maryland","Tampa","Florida","Eco",46,"Female","Mileage tickets",1,2005,27,"Silver",0,-0.5429,9,40,30,"WN","Cheapseats Airlines Inc.","No",2,28,13,91,77,125,842,-76.6478,39.2341,-82.5132,28.0062,NA
"189","Reno","Nevada","Las Vegas","Nevada","Eco",65,"Female","Mileage tickets",1,2004,46,"Blue",0,-0.7037,8,0,5,"WN","Cheapseats Airlines Inc.","No",1,31,19,0,0,55,345,-119.7959,39.5326,-115.1672,36.1349,NA
"190","Dallas","Texas","Houston","Texas","Eco",32,"Female","Business travel",2,2003,26,"Blue",0,-0.4444,9,0,60,"WN","Cheapseats Airlines Inc.","No",1,11,16,0,0,43,239,-96.972,32.8127,-95.3935,29.7843,NA
"191","Salt Lake City","Utah","New York","New York","Eco",62,"Male","Personal Travel",1,2010,14,"Blue",0,-0.4737,5,210,120,"B6","OnlyJets Airlines Inc.","No",1,19,23,96,74,217,1990,-111.9295,40.6408,-73.9702,40.7184,NA
"192","Miami","Florida","Washington","Virginia","Eco",29,"Male","Business travel",1,2009,12,"Blue",2,-0.5,9,6,145,"AA","Paul Smith Airlines Inc.","No",3,22,15,1,3,123,919,-80.2314,26.1756,-77.1897,38.8974,NA
"193","Buffalo","New York","Chicago","Illinois","Eco",27,"Male","Business travel",2,2003,5,"Blue",2,0.4118,10,120,180,"WN","Cheapseats Airlines Inc.","No",2,7,6,0,0,90,468,-78.8237,42.9249,-87.8954,41.8271,NA
"194","Chicago","Illinois","Philadelphia","Pennsylvania","Eco",55,"Female","Mileage tickets",2,2012,21,"Blue",0,-0.4483,2,0,30,"WN","Cheapseats Airlines Inc.","No",2,10,16,0,0,90,668,-87.8954,41.8271,-75.2984,39.9733,NA
"195","South Bend","Indiana","Minneapolis","Minnesota","Eco",52,"Female","Business travel",0,2006,4,"Blue",0,0.4286,9,0,60,"OO","Northwest Business Airlines Inc.","No",1,30,7,1,3,85,411,-86.2017,41.7144,-93.2798,44.9782,NA
"196","Chicago","Illinois","Madison","Wisconsin","Eco",40,"Female","Business travel",1,2006,16,"Blue",1,0.1579,9,0,60,"MQ","EnjoyFlying Air Services","No",3,11,15,27,29,28,108,-87.8954,41.8271,-89.4299,43.0874,NA
"197","Atlanta","Georgia","Detroit","Michigan","Eco",69,"Male","Personal Travel",2,2003,17,"Blue",0,-0.36,4,0,135,"DL","Sigma Airlines Inc.","No",1,30,15,105,92,91,594,-84.3319,33.8241,-83.2276,42.49,NA
"198","Denver","Colorado","Omaha","Nebraska","Eco",33,"Female","Personal Travel",1,2010,10,"Blue",2,-0.0526,8,270,120,"WN","Cheapseats Airlines Inc.","No",1,17,10,1,0,66,472,-104.9551,39.7108,-96.0346,41.2349,NA
"199","San Francisco","California","Seattle","Washington","Eco",15,"Female","Mileage tickets",1,2008,30,"Blue",1,-0.6667,7,15,60,"VX","Cool&Young Airlines Inc.","No",3,3,20,0,1,104,679,-122.1585,37.6712,-122.2747,47.4684,NA
"200","Charlotte","North Carolina","Harrisburg","Pennsylvania","Eco Plus",70,"Female","Business travel",1,2010,5,"Silver",0,-0.6667,8,300,0,"US","Southeast Airlines Co.","No",2,2,20,0,0,67,413,-80.8158,35.2497,-76.8662,40.2456,NA
"201","Los Angeles","California","Las Vegas","Nevada","Eco",51,"Male","Business travel",1,2009,11,"Silver",1,-0.1579,8,0,20,"WN","Cheapseats Airlines Inc.","No",2,16,19,0,0,41,236,-118.1043,33.9827,-115.1672,36.1349,NA
"202","San Francisco","California","Kansas City","Missouri","Eco",80,"Male","Personal Travel",1,2007,47,"Blue",0,-0.7407,5,30,120,"OO","Northwest Business Airlines Inc.","No",3,17,8,93,87,161,1499,-122.1585,37.6712,-94.5949,39.0398,NA
"203","Phoenix","Arizona","Baltimore","Maryland","Eco",58,"Male","Business travel",1,2010,1,"Gold",1,0.6667,10,0,165,"WN","Cheapseats Airlines Inc.","No",1,26,9,3,0,217,1999,-111.97,33.4941,-76.6478,39.2341,NA
"204","Philadelphia","Pennsylvania","New Orleans","Louisiana","Eco",27,"Female","Mileage tickets",2,2005,21,"Blue",0,-0.5,9,45,55,"US","Southeast Airlines Co.","No",1,18,16,0,0,164,1089,-75.2984,39.9733,-90.1437,29.9547,NA
"205","Las Vegas","Nevada","Los Angeles","California","Eco",30,"Male","Business travel",1,2006,0,"Silver",2,1,8,0,65,"WN","Cheapseats Airlines Inc.","No",3,19,19,58,49,41,236,-115.1672,36.1349,-118.1043,33.9827,NA
"206","Chicago","Illinois","Cleveland","Ohio","Eco",18,"Male","Personal Travel",1,2008,4,"Blue",0,0.4286,6,0,0,"MQ","EnjoyFlying Air Services","No",3,18,18,6,0,46,315,-87.8954,41.8271,-81.6054,41.4436,NA
"207","Kansas City","Missouri","Atlanta","Georgia","Eco",16,"Male","Personal Travel",1,2006,17,"Blue",1,-0.619,3,0,10,"DL","Sigma Airlines Inc.","No",3,10,8,0,0,90,692,-94.5949,39.0398,-84.3319,33.8241,NA
"208","Charlotte","North Carolina","Las Vegas","Nevada","Eco Plus",75,"Male","Personal Travel",1,2012,42,"Blue",0,-0.75,7,62,45,"US","Southeast Airlines Co.","No",3,16,7,0,0,241,1916,-80.8158,35.2497,-115.1672,36.1349,NA
